fighter_id,fighter_url,first_name,last_name,full_name,nickname,height_raw,weight_raw,reach_raw,stance,dob_raw,record_raw,profile_SLpM,profile_str_acc,profile_SApM,profile_str_def,profile_TD_avg,profile_TD_acc,profile_TD_def,profile_sub_avg,scraped_at
6d35bf94f7d30241,http://ufcstats.com/fighter-details/6d35bf94f7d30241,Amir,17-3-0,Amir Albazi Record: 17-3-0,,"5' 5""",125 lbs.,"68""",Orthodox,"Oct 27, 1993",17-3-0,2.47,0.33,3.88,,1.18,0.25,0.62,0.4,2026-06-05T04:00:22.790317+00:00
98aa60cf58071fd6,http://ufcstats.com/fighter-details/98aa60cf58071fd6,Kyoji,NC),Kyoji Horiguchi Record: 36-5-0 (1 NC),,"5' 4""",125 lbs.,"63""",Orthodox,"Oct 12, 1990",36-5-0 (1 NC),3.77,0.47,2.13,,1.61,0.4,0.61,0.1,2026-06-05T04:00:22.790317+00:00
41e83a89929d1327,http://ufcstats.com/fighter-details/41e83a89929d1327,Jailton,22-5-0,Jailton Almeida Record: 22-5-0,,"6' 3""",225 lbs.,"79""",Orthodox,"Jun 26, 1991",22-5-0,2.23,0.62,1.3,,5.64,0.55,0.6,1.7,2026-06-05T04:00:22.790317+00:00
739fd4fbb5d862f4,http://ufcstats.com/fighter-details/739fd4fbb5d862f4,Rizvan,NC),Rizvan Kuniev Record: 13-3-1 (1 NC),,"6' 4""",240 lbs.,"76""",Orthodox,"Mar 10, 1992",13-3-1 (1 NC),3.94,0.54,2.33,,0.98,0.75,0.93,0.0,2026-06-05T04:00:22.790317+00:00
0d65c432720accb9,http://ufcstats.com/fighter-details/0d65c432720accb9,Michal,NC),Michal Oleksiejczuk Record: 22-9-0 (1 NC),,"6' 0""",185 lbs.,"74""",Southpaw,"Feb 22, 1995",22-9-0 (1 NC),5.85,0.53,4.5,,1.02,0.42,0.52,0.0,2026-06-05T04:00:22.790317+00:00
8e9eb3fc86db0f7d,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d,Marc-Andre,NC),Marc-Andre Barriault Record: 17-11-0 (1 NC),,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",17-11-0 (1 NC),5.65,0.47,5.94,,0.34,0.28,0.68,0.1,2026-06-05T04:00:22.790317+00:00
ffd3224638c01b57,http://ufcstats.com/fighter-details/ffd3224638c01b57,Jean,17-2-0,Jean Matsumoto Record: 17-2-0,,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 09, 1999",17-2-0,5.37,0.39,5.41,,3.0,0.48,0.56,0.5,2026-06-05T04:00:22.790317+00:00
a09ed60aa67a3f67,http://ufcstats.com/fighter-details/a09ed60aa67a3f67,Farid,15-0-0,Farid Basharat Record: 15-0-0,,"5' 8""",135 lbs.,"71""",Orthodox,"Aug 02, 1997",15-0-0,4.25,0.52,2.89,,3.34,0.44,0.54,0.3,2026-06-05T04:00:22.790317+00:00
e4277e87a789d687,http://ufcstats.com/fighter-details/e4277e87a789d687,Dustin,22-9-1,Dustin Jacoby Record: 22-9-1,,"6' 3""",205 lbs.,"76""",Orthodox,"Apr 04, 1988",22-9-1,5.4,0.48,3.92,,0.32,0.25,0.62,0.0,2026-06-05T04:00:22.790317+00:00
6add18754930182b,http://ufcstats.com/fighter-details/6add18754930182b,Julius,7-2-0,Julius Walker Record: 7-2-0,,"6' 4""",205 lbs.,"78""",Orthodox,"Jul 16, 1999",7-2-0,3.73,0.53,4.03,,4.09,0.38,1.0,0.0,2026-06-05T04:00:22.790317+00:00
cdb96af67d096b1e,http://ufcstats.com/fighter-details/cdb96af67d096b1e,Alex,NC),Alex Morono Record: 24-13-0 (1 NC),,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",24-13-0 (1 NC),4.9,0.39,4.88,,0.32,0.24,0.47,0.3,2026-06-05T04:00:22.790317+00:00
70dd69b6a703257e,http://ufcstats.com/fighter-details/70dd69b6a703257e,Daniil,14-2-0,Daniil Donchenko Record: 14-2-0,,"5' 11""",170 lbs.,"71""",Orthodox,"Aug 04, 2001",14-2-0,7.15,0.6,2.57,,0.77,0.33,0.75,0.0,2026-06-05T04:00:22.790317+00:00
8bd4200561c77a62,http://ufcstats.com/fighter-details/8bd4200561c77a62,Ketlen,16-6-0,Ketlen Souza Record: 16-6-0,,"5' 3""",115 lbs.,"63""",Orthodox,"Aug 18, 1994",16-6-0,4.01,0.56,3.86,,0.46,0.13,0.53,0.2,2026-06-05T04:00:22.790317+00:00
bbab3baf66128ae2,http://ufcstats.com/fighter-details/bbab3baf66128ae2,Javid,NC),Javid Basharat Record: 15-2-0 (1 NC),,"5' 9""",135 lbs.,"69""",Orthodox,"Sep 07, 1995",15-2-0 (1 NC),5.18,0.54,2.75,,1.83,0.4,0.83,0.1,2026-06-05T04:00:22.790317+00:00
51ec9dc3b4964f19,http://ufcstats.com/fighter-details/51ec9dc3b4964f19,Gianni,13-5-1,Gianni Vazquez Record: 13-5-1,,"5' 7""",135 lbs.,"71""",Orthodox,"Jul 17, 1994",13-5-1,1.6,0.22,3.93,,0.0,0.0,0.62,2.0,2026-06-05T04:00:22.790317+00:00
2997e7fe3c9d3d4a,http://ufcstats.com/fighter-details/2997e7fe3c9d3d4a,Wang,9-1-0,Wang Cong Record: 9-1-0,,"5' 6""",125 lbs.,"66""",Southpaw,"May 15, 1992",9-1-0,6.22,0.56,2.19,,0.78,0.75,0.84,0.8,2026-06-05T04:00:22.790317+00:00
de594b35c45c2e9a,http://ufcstats.com/fighter-details/de594b35c45c2e9a,Eduarda,12-2-0,Eduarda Moura Record: 12-2-0,,"5' 6""",125 lbs.,"67""",Orthodox,"Feb 28, 1994",12-2-0,2.57,0.37,2.5,,3.58,0.34,0.8,0.4,2026-06-05T04:00:22.790317+00:00
a54660deb6a8489c,http://ufcstats.com/fighter-details/a54660deb6a8489c,Muin,20-7-0,Muin Gafurov Record: 20-7-0,,"5' 7""",135 lbs.,"68""",Orthodox,"May 17, 1996",20-7-0,3.36,0.47,2.51,,1.57,0.28,0.7,0.0,2026-06-05T04:00:22.790317+00:00
6902fcf0610dd303,http://ufcstats.com/fighter-details/6902fcf0610dd303,Jakub,18-3-2,Jakub Wiklacz Record: 18-3-2,,"5' 10""",135 lbs.,"72""",Orthodox,"Sep 10, 1996",18-3-2,3.4,0.44,3.87,,0.0,0.0,0.41,2.5,2026-06-05T04:00:22.790317+00:00
9f5e3c20ce40b344,http://ufcstats.com/fighter-details/9f5e3c20ce40b344,Klaudia,8-2-0,Klaudia Sygula Record: 8-2-0,,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 30, 1998",8-2-0,7.27,0.48,5.5,,0.41,0.12,0.4,0.0,2026-06-05T04:00:22.790317+00:00
b1e5bcaad32a3cac,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,Priscila,13-8-0,Priscila Cachoeira Record: 13-8-0,,"5' 7""",135 lbs.,"65""",Orthodox,"Aug 19, 1988",13-8-0,4.43,0.44,7.6,,0.25,0.4,0.69,0.0,2026-06-05T04:00:22.790317+00:00
e1248941344b3288,http://ufcstats.com/fighter-details/e1248941344b3288,Alexander,28-4-0,Alexander Volkanovski Record: 28-4-0,,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",28-4-0,5.99,0.57,3.31,,1.63,0.34,0.68,0.2,2026-06-05T04:00:22.790317+00:00
f166e93d04a8c274,http://ufcstats.com/fighter-details/f166e93d04a8c274,Diego,27-8-0,Diego Lopes Record: 27-8-0,,"5' 11""",145 lbs.,"72""",Orthodox,"Dec 30, 1994",27-8-0,3.83,0.47,4.56,,0.88,0.5,0.68,1.4,2026-06-05T04:00:22.790317+00:00
193b9d1858bc4df3,http://ufcstats.com/fighter-details/193b9d1858bc4df3,Dan,24-14-0,Dan Hooker Record: 24-14-0,,"6' 0""",155 lbs.,"75""",Switch,"Feb 13, 1990",24-14-0,4.82,0.48,4.94,,0.68,0.33,0.77,0.6,2026-06-05T04:00:22.790317+00:00
c2299ec916bc7c56,http://ufcstats.com/fighter-details/c2299ec916bc7c56,Benoit,NC),Benoit Saint Denis Record: 17-3-0 (1 NC),,"5' 11""",155 lbs.,"73""",Southpaw,"Dec 18, 1995",17-3-0 (1 NC),5.62,0.58,4.09,,4.19,0.35,0.72,1.8,2026-06-05T04:00:22.790317+00:00
c814b4c899793af6,http://ufcstats.com/fighter-details/c814b4c899793af6,Rafael,13-5-0,Rafael Fiziev Record: 13-5-0,,"5' 8""",155 lbs.,"71""",Switch,"Mar 05, 1993",13-5-0,4.71,0.52,4.84,,0.83,0.66,0.9,0.0,2026-06-05T04:00:22.790317+00:00
9c393e836a852f30,http://ufcstats.com/fighter-details/9c393e836a852f30,Mauricio,13-2-0,Mauricio Ruffy Record: 13-2-0,,"5' 11""",155 lbs.,"75""",Orthodox,"Jun 17, 1996",13-2-0,4.19,0.58,4.09,,0.0,0.0,0.85,0.0,2026-06-05T04:00:22.790317+00:00
af9f42e6894047fc,http://ufcstats.com/fighter-details/af9f42e6894047fc,Jamie,18-9-0,Jamie Mullarkey Record: 18-9-0,,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994",18-9-0,4.1,0.46,4.28,,2.46,0.3,0.7,0.1,2026-06-05T04:00:22.790317+00:00
07a74004d964c7f4,http://ufcstats.com/fighter-details/07a74004d964c7f4,Billy,10-2-0,Billy Elekana Record: 10-2-0,,"6' 3""",205 lbs.,"77""",Southpaw,"May 28, 1995",10-2-0,2.71,0.56,3.59,,0.85,0.22,0.0,0.8,2026-06-05T04:00:22.790317+00:00
fbb60f24af5d5a02,http://ufcstats.com/fighter-details/fbb60f24af5d5a02,Torrez,11-1-0,Torrez Finney Record: 11-1-0,,"5' 8""",185 lbs.,"75""",Orthodox,"Oct 24, 1998",11-1-0,1.78,0.54,3.34,,6.86,0.59,0.75,0.8,2026-06-05T04:00:22.790317+00:00
6b56e94a59b7b134,http://ufcstats.com/fighter-details/6b56e94a59b7b134,Oban,12-4-0,Oban Elliott Record: 12-4-0,,"6' 0""",170 lbs.,"72""",Orthodox,"Dec 19, 1997",12-4-0,3.62,0.48,2.24,,1.52,0.4,0.52,0.0,2026-06-05T04:00:22.790317+00:00
7facc9c45d792985,http://ufcstats.com/fighter-details/7facc9c45d792985,Kaan,14-4-1,Kaan Ofli Record: 14-4-1,,"5' 7""",145 lbs.,"66""",Orthodox,"Jun 19, 1993",14-4-1,2.33,0.45,3.34,,0.38,0.07,0.0,0.4,2026-06-05T04:00:22.790317+00:00
3f11fd1751fa83b1,http://ufcstats.com/fighter-details/3f11fd1751fa83b1,Yizha,26-6-0,Yizha Record: 26-6-0,,"5' 7""",145 lbs.,"71""",Orthodox,"Jan 08, 1997",26-6-0,3.25,0.47,2.88,,3.42,0.33,0.64,0.9,2026-06-05T04:00:22.790317+00:00
a264d4e9a4d6bfe4,http://ufcstats.com/fighter-details/a264d4e9a4d6bfe4,Sangwook,13-4-0,Sangwook Kim Record: 13-4-0,,"6' 0""",155 lbs.,"71""",Orthodox,"Oct 17, 1993",13-4-0,5.11,0.55,5.82,,1.77,0.22,0.72,1.2,2026-06-05T04:00:22.790317+00:00
3618e0632ecdba9c,http://ufcstats.com/fighter-details/3618e0632ecdba9c,Keiichiro,8-1-0,Keiichiro Nakamura Record: 8-1-0,,"5' 10""",145 lbs.,"70""",Southpaw,"Dec 02, 1998",8-1-0,4.48,0.41,4.28,,0.0,0.0,0.78,0.0,2026-06-05T04:00:22.790317+00:00
f201f21cf2c79eb2,http://ufcstats.com/fighter-details/f201f21cf2c79eb2,Sebastian,10-2-0,Sebastian Szalay Record: 10-2-0,,"5' 6""",145 lbs.,"66""",Orthodox,"Feb 03, 1994",10-2-0,4.94,0.41,2.2,,0.51,0.2,0.84,0.0,2026-06-05T04:00:22.790317+00:00
1dd1a3aacde66f72,http://ufcstats.com/fighter-details/1dd1a3aacde66f72,Sulangrangbo,10-4-0,Sulangrangbo Record: 10-4-0,,"5' 9""",135 lbs.,"66""",Southpaw,"Jul 17, 2005",10-4-0,3.96,0.48,3.2,,0.0,0.0,0.72,0.0,2026-06-05T04:00:22.790317+00:00
a1ad35b98a9136e5,http://ufcstats.com/fighter-details/a1ad35b98a9136e5,Lawrence,8-1-0,Lawrence Lui Record: 8-1-0,,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 04, 1996",8-1-0,3.72,0.39,3.32,,5.3,0.4,1.0,0.0,2026-06-05T04:00:22.790317+00:00
9e8f6c728eb01124,http://ufcstats.com/fighter-details/9e8f6c728eb01124,Justin,27-5-0,Justin Gaethje Record: 27-5-0,,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988",27-5-0,6.48,0.58,7.05,,0.33,0.4,0.74,0.0,2026-06-05T04:00:22.790317+00:00
7826923b47f8d72a,http://ufcstats.com/fighter-details/7826923b47f8d72a,Paddy,23-4-0,Paddy Pimblett Record: 23-4-0,,"5' 10""",155 lbs.,"73""",Orthodox,"Jan 03, 1995",23-4-0,5.49,0.52,3.89,,0.69,0.21,0.44,1.2,2026-06-05T04:00:22.790317+00:00
b50a426a33da0012,http://ufcstats.com/fighter-details/b50a426a33da0012,Sean,NC),Sean O'Malley Record: 19-3-0 (1 NC),,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",19-3-0 (1 NC),6.05,0.6,3.4,,0.24,0.42,0.6,0.2,2026-06-05T04:00:22.790317+00:00
d3df1add9d9a7efb,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,Derrick,NC),Derrick Lewis Record: 29-13-0 (1 NC),,"6' 3""",260 lbs.,"79""",Orthodox,"Feb 07, 1985",29-13-0 (1 NC),2.46,0.49,2.57,,0.55,0.26,0.52,0.0,2026-06-05T04:00:22.790317+00:00
262d32ebda89efc4,http://ufcstats.com/fighter-details/262d32ebda89efc4,Natalia,20-5-1,Natalia Silva Record: 20-5-1,,"5' 4""",125 lbs.,"65""",Southpaw,"Feb 03, 1997",20-5-1,4.81,0.45,2.36,,0.43,0.3,0.9,0.0,2026-06-05T04:00:22.790317+00:00
47b63240018d5d86,http://ufcstats.com/fighter-details/47b63240018d5d86,Rose,15-8-0,Rose Namajunas Record: 15-8-0,,"5' 5""",125 lbs.,"65""",Orthodox,"Jun 29, 1992",15-8-0,3.5,0.41,3.38,,1.47,0.48,0.62,0.3,2026-06-05T04:00:22.790317+00:00
52ef95b5860fb28c,http://ufcstats.com/fighter-details/52ef95b5860fb28c,Jean,17-3-0,Jean Silva Record: 17-3-0,,"5' 7""",145 lbs.,"69""",Orthodox,"Dec 27, 1996",17-3-0,4.82,0.51,4.5,,1.2,0.6,0.78,0.6,2026-06-05T04:00:22.790317+00:00
2b6fc1c02736833d,http://ufcstats.com/fighter-details/2b6fc1c02736833d,Umar,20-1-0,Umar Nurmagomedov Record: 20-1-0,,"5' 8""",135 lbs.,"69""",Orthodox,"Jan 03, 1996",20-1-0,3.86,0.56,1.86,,4.03,0.46,0.79,0.2,2026-06-05T04:00:22.790317+00:00
22e07d3da1aa3475,http://ufcstats.com/fighter-details/22e07d3da1aa3475,Andrey,10-4-0,Andrey Pulyaev Record: 10-4-0,,"6' 4""",185 lbs.,"78""",Southpaw,"Sep 10, 1997",10-4-0,3.84,0.56,3.14,,0.29,0.16,0.64,0.0,2026-06-05T04:00:22.790317+00:00
1091d4d957141094,http://ufcstats.com/fighter-details/1091d4d957141094,Nikita,31-11-0,Nikita Krylov Record: 31-11-0,,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992",31-11-0,4.36,0.54,2.59,,2.05,0.37,0.53,1.2,2026-06-05T04:00:22.790317+00:00
b5c19c34f12c917e,http://ufcstats.com/fighter-details/b5c19c34f12c917e,Denzel,7-2-0,Denzel Freeman Record: 7-2-0,,"6' 1""",265 lbs.,"77""",Southpaw,"Nov 10, 1991",7-2-0,2.45,0.56,3.4,,0.0,0.0,0.5,0.0,2026-06-05T04:00:22.790317+00:00
a01a62132460a98d,http://ufcstats.com/fighter-details/a01a62132460a98d,Adam,10-6-0,Adam Fugitt Record: 10-6-0,,"6' 1""",170 lbs.,"77""",Southpaw,"Jan 12, 1989",10-6-0,4.88,0.46,5.33,,1.63,0.22,0.5,0.0,2026-06-05T04:00:22.790317+00:00
0859524157a19045,http://ufcstats.com/fighter-details/0859524157a19045,Ty,NC),Ty Miller Record: 7-0-0 (1 NC),,"6' 2""",170 lbs.,"77""",Orthodox,"Jun 04, 2000",7-0-0 (1 NC),7.16,0.38,4.65,,0.0,0.0,0.75,0.0,2026-06-05T04:00:22.790317+00:00
6e15f63b6c2e2c15,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15,Brandon,17-9-0,Brandon Royval Record: 17-9-0,,"5' 9""",125 lbs.,"68""",Southpaw,"Aug 16, 1992",17-9-0,5.54,0.41,4.25,,0.65,0.75,0.45,1.1,2026-06-05T04:00:22.790317+00:00
5d1b7e3dd9e11074,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074,Manel,22-7-0,Manel Kape Record: 22-7-0,,"5' 5""",125 lbs.,"68""",Southpaw,"Nov 14, 1993",22-7-0,5.04,0.56,4.08,,0.4,0.3,0.81,0.3,2026-06-05T04:00:22.790317+00:00
9560ff14eb3129f7,http://ufcstats.com/fighter-details/9560ff14eb3129f7,Giga,15-6-0,Giga Chikadze Record: 15-6-0,,"6' 0""",145 lbs.,"74""",Orthodox,"Aug 25, 1988",15-6-0,3.75,0.42,3.47,,0.18,0.33,0.65,0.2,2026-06-05T04:00:22.790317+00:00
64d47ef881a437a4,http://ufcstats.com/fighter-details/64d47ef881a437a4,Cesar,7-2-0,Cesar Almeida Record: 7-2-0,,"6' 1""",185 lbs.,"74""",Orthodox,"Mar 28, 1988",7-2-0,3.46,0.58,2.03,,0.0,0.0,0.52,0.2,2026-06-05T04:00:22.790317+00:00
084532da3d25f3b8,http://ufcstats.com/fighter-details/084532da3d25f3b8,Cezary,17-3-0,Cezary Oleksiejczuk Record: 17-3-0,,"6' 3""",185 lbs.,"75""",Southpaw,"Jan 06, 2000",17-3-0,1.99,0.86,0.77,,5.77,0.85,1.0,0.0,2026-06-05T04:00:22.790317+00:00
5b03b61f9d90125e,http://ufcstats.com/fighter-details/5b03b61f9d90125e,Morgan,21-12-1,Morgan Charriere Record: 21-12-1,,"5' 8""",145 lbs.,"69""",Orthodox,"Oct 26, 1995",21-12-1,4.02,0.5,4.51,,2.06,0.46,0.83,0.3,2026-06-05T04:00:22.790317+00:00
8667caa0451d245b,http://ufcstats.com/fighter-details/8667caa0451d245b,Kennedy,14-6-1,Kennedy Nzechukwu Record: 14-6-1,,"6' 5""",236 lbs.,"83""",Southpaw,"Jun 13, 1992",14-6-1,4.96,0.46,4.58,,0.5,0.45,0.8,0.2,2026-06-05T04:00:22.790317+00:00
84b3e7d38f2d2ec5,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Neil,31-15-0,Neil Magny Record: 31-15-0,,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",31-15-0,3.4,0.46,2.44,,2.17,0.39,0.55,0.3,2026-06-05T04:00:22.790317+00:00
791c8437b341fba5,http://ufcstats.com/fighter-details/791c8437b341fba5,Joanderson,18-5-1,Joanderson Brito Record: 18-5-1,,"5' 8""",145 lbs.,"72""",Orthodox,"Feb 11, 1995",18-5-1,2.43,0.51,2.32,,3.38,0.67,0.47,1.1,2026-06-05T04:00:22.790317+00:00
5d8006587d6a6711,http://ufcstats.com/fighter-details/5d8006587d6a6711,Isaac,9-3-0,Isaac Thomson Record: 9-3-0,,"5' 10""",145 lbs.,"69""",DOB:,"May 03, 2002",9-3-0,1.4,0.44,2.2,,4.0,0.8,0.33,0.0,2026-06-05T04:00:22.790317+00:00
0f3a990526c5e706,http://ufcstats.com/fighter-details/0f3a990526c5e706,Sean,4-2-0,Sean Sharaf Record: 4-2-0,,"6' 3""",252 lbs.,"77""",Orthodox,"Jul 11, 1993",4-2-0,7.41,0.43,15.0,,0.93,0.11,0.0,0.0,2026-06-05T04:00:22.790317+00:00
5078e1dacf9d25f4,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,Luana,10-2-0,Luana Santos Record: 10-2-0,,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 16, 2000",10-2-0,2.99,0.52,2.93,,2.17,0.47,0.85,1.2,2026-06-05T04:00:22.790317+00:00
73a78713bd899f4c,http://ufcstats.com/fighter-details/73a78713bd899f4c,Allen,6-1-0,Allen Frye Jr. Record: 6-1-0,,"6' 5""",265 lbs.,"80""",Orthodox,"Apr 15, 1998",6-1-0,2.2,0.38,4.27,,0.0,0.0,0.0,0.0,2026-06-05T04:00:22.790317+00:00
59c438c81fbf3ece,http://ufcstats.com/fighter-details/59c438c81fbf3ece,Tereza,7-2-0,Tereza Bleda Record: 7-2-0,,"5' 9""",125 lbs.,"71""",Orthodox,"Nov 30, 2001",7-2-0,2.92,0.51,2.14,,1.72,0.22,0.83,0.7,2026-06-05T04:00:22.790317+00:00
c03520b5c88ed6b4,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,Merab,21-5-0,Merab Dvalishvili Record: 21-5-0,,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991",21-5-0,4.42,0.41,2.8,,5.97,0.35,0.76,0.3,2026-06-05T04:00:22.790317+00:00
d661ce4da776fc20,http://ufcstats.com/fighter-details/d661ce4da776fc20,Petr,20-5-0,Petr Yan Record: 20-5-0,,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993",20-5-0,5.16,0.54,4.24,,1.7,0.49,0.86,0.1,2026-06-05T04:00:22.790317+00:00
a0f0004aadf10b71,http://ufcstats.com/fighter-details/a0f0004aadf10b71,Alexandre,30-6-0,Alexandre Pantoja Record: 30-6-0,,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 16, 1990",30-6-0,4.38,0.5,3.88,,2.79,0.47,0.69,1.0,2026-06-05T04:00:22.790317+00:00
056c493bbd76a918,http://ufcstats.com/fighter-details/056c493bbd76a918,Henry,16-6-0,Henry Cejudo Record: 16-6-0,,"5' 4""",135 lbs.,"64""",Orthodox,"Feb 09, 1987",16-6-0,3.83,0.47,3.84,,1.78,0.29,0.72,0.1,2026-06-05T04:00:22.790317+00:00
6e743a33d56bdaa4,http://ufcstats.com/fighter-details/6e743a33d56bdaa4,Payton,11-1-0,Payton Talbott Record: 11-1-0,,"5' 10""",135 lbs.,"70""",Switch,"Sep 09, 1998",11-1-0,6.62,0.56,3.41,,0.78,0.44,0.77,0.2,2026-06-05T04:00:22.790317+00:00
99df7d0a2a08a8a8,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,Jan,29-11-2,Jan Blachowicz Record: 29-11-2,,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",29-11-2,3.55,0.5,3.14,,0.98,0.48,0.69,0.4,2026-06-05T04:00:22.790317+00:00
ef5dcb10d2bd4b0f,http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,Bogdan,18-3-1,Bogdan Guskov Record: 18-3-1,,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 12, 1992",18-3-1,4.57,0.55,4.09,,0.0,0.0,0.57,0.7,2026-06-05T04:00:22.790317+00:00
2e7878927067fdca,http://ufcstats.com/fighter-details/2e7878927067fdca,Manuel,17-3-0,Manuel Torres Record: 17-3-0,,"5' 10""",155 lbs.,"73""",Switch,"Mar 25, 1995",17-3-0,7.29,0.59,4.08,,1.72,0.66,0.9,0.9,2026-06-05T04:00:22.790317+00:00
ff62013d2fce6d13,http://ufcstats.com/fighter-details/ff62013d2fce6d13,Nazim,11-2-1,Nazim Sadykhov Record: 11-2-1,,"5' 10""",155 lbs.,"69""",Southpaw,"May 16, 1994",11-2-1,4.79,0.49,5.49,,1.1,0.45,0.72,0.2,2026-06-05T04:00:22.790317+00:00
1e4f273069fb9e85,http://ufcstats.com/fighter-details/1e4f273069fb9e85,Fares,18-4-0,Fares Ziam Record: 18-4-0,,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 21, 1997",18-4-0,2.87,0.52,1.53,,1.73,0.4,0.71,0.5,2026-06-05T04:00:22.790317+00:00
7acbb0972e75281a,http://ufcstats.com/fighter-details/7acbb0972e75281a,Marvin,19-10-1,Marvin Vettori Record: 19-10-1,,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993",19-10-1,4.74,0.45,4.55,,1.41,0.43,0.68,0.4,2026-06-05T04:00:22.790317+00:00
64a50dad704d1d49,http://ufcstats.com/fighter-details/64a50dad704d1d49,Edson,24-14-0,Edson Barboza Record: 24-14-0,,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986",24-14-0,4.14,0.44,4.68,,0.43,0.5,0.73,0.1,2026-06-05T04:00:22.790317+00:00
4d8fa64202cee4c1,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,Jalin,15-9-0,Jalin Turner Record: 15-9-0,,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",15-9-0,5.79,0.48,4.54,,0.75,0.55,0.75,1.1,2026-06-05T04:00:22.790317+00:00
6e8f1bcdda94ff45,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,Ibo,14-4-0,Ibo Aslan Record: 14-4-0,,"6' 3""",205 lbs.,"77""",Orthodox,"Apr 23, 1996",14-4-0,5.75,0.48,3.96,,0.0,0.0,0.87,0.0,2026-06-05T04:00:22.790317+00:00
8d11d9c13e2ccdf7,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,Muhammad,13-4-0,Muhammad Naimov Record: 13-4-0,,"5' 9""",145 lbs.,"70""",Orthodox,"Aug 07, 1994",13-4-0,2.51,0.4,3.35,,1.49,0.3,0.68,0.2,2026-06-05T04:00:22.790317+00:00
480779d7f9a424d3,http://ufcstats.com/fighter-details/480779d7f9a424d3,Mairon,18-1-0,Mairon Santos Record: 18-1-0,,"5' 7""",145 lbs.,"72""",Orthodox,"Jun 10, 2000",18-1-0,3.33,0.48,2.24,,0.0,0.0,0.69,0.0,2026-06-05T04:00:22.790317+00:00
eae48ff31db420c2,http://ufcstats.com/fighter-details/eae48ff31db420c2,Arman,23-3-0,Arman Tsarukyan Record: 23-3-0,,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996",23-3-0,3.85,0.5,1.8,,3.26,0.37,0.75,0.1,2026-06-05T04:00:22.790317+00:00
b1b0729d27936f2f,http://ufcstats.com/fighter-details/b1b0729d27936f2f,Belal,NC),Belal Muhammad Record: 24-5-0 (1 NC),,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",24-5-0 (1 NC),4.43,0.43,3.82,,2.14,0.36,0.9,0.1,2026-06-05T04:00:22.790317+00:00
442c9011034ae1fd,http://ufcstats.com/fighter-details/442c9011034ae1fd,Ian,17-1-0,Ian Machado Garry Record: 17-1-0,,"6' 3""",170 lbs.,"74""",Orthodox,"Nov 17, 1997",17-1-0,4.78,0.54,2.86,,0.92,0.31,0.8,0.4,2026-06-05T04:00:22.790317+00:00
0845c81e37d3bcb3,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,Volkan,21-8-0,Volkan Oezdemir Record: 21-8-0,,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 19, 1989",21-8-0,4.99,0.48,4.19,,0.5,0.29,0.8,0.1,2026-06-05T04:00:22.790317+00:00
0a1942069c9ad6b6,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,Jack,24-10-0,Jack Hermansson Record: 24-10-0,,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 10, 1988",24-10-0,5.15,0.45,3.72,,1.48,0.29,0.8,0.4,2026-06-05T04:00:22.790317+00:00
